Date,Voucher,Party,Product,Qty,Rate
10/7/2018,2782,S.RAMMOHAN-NELLORE,13*16 BK(100)KRISHN,100,16.5
10/7/2018,2783,SSB,VISHNU 300ML,100,28
10/7/2018,2783,SSB,BAHUBALI WINE,110,25
10/7/2018,2784,BCM,13*16 BLACK RK,500,17
10/7/2018,2785,SRINU,NAPKEENS 24*24,160,13
10/7/2018,2786,MSR,PAPER TEA -100ML TA,30,30
10/7/2018,2786,MSR,PAPER TEA-100ML,30,30
10/7/2018,2786,MSR,VISHNU 300ML,30,28
10/7/2018,2786,MSR,APPLE WATER,30,23
10/7/2018,3024,BALAJI PLASTICS,APPLE WATER,100,23
10/7/2018,3074,TP13,10*12 SARAS-NAT,300,8.4
10/7/2018,3074,TP13,CLASSIC 250ML(100),80,32.5
10/7/2018,3074,TP13,BEER COVER,25,80
10/7/2018,3074,TP13,CYCLE 10*12 BK KG,25,79
10/7/2018,3074,TP13,CYCLE-BLU-10*12,400,6.6
10/7/2018,3074,TP13,SMART BOUL LOOSE,14,22
10/7/2018,3074,TP13,BLACK DOG-350ML,100,27
10/7/2018,3074,TP13,10*10 SARASWATHI SH,25,140
10/7/2018,3074,TP13,10*12 SARAS-NAT,600,8.4
10/7/2018,3074,TP13,10*10 TEJA,25,130
10/7/2018,3074,TP13,"TAPE ROLL 2"" 50MTRS",6,125
10/7/2018,3074,TP13,"TAPE ROLL 2""100METR",6,220
10/7/2018,3074,TP13,PP,32,154
10/7/2018,3074,TP13,SILVER PLATE 6,50,3.3
10/7/2018,3074,TP13,100ML PLASTIC BOUL,300,2
10/7/2018,3074,TP13,BIG M.W SPOON,100,15.5
10/7/2018,3074,TP13,RUF-TUF BIG M.W,10,32
10/8/2018,3529,BSR,14 GREEN,40,35
10/8/2018,3529,BSR,PRESSING COVER-2*3,50,8.3
10/8/2018,3530,BSR,CYCLE 10*12 BK KG,25,80
10/8/2018,3530,BSR,CYCLE 13*16 BK KG,25,80
10/8/2018,3530,BSR,5*6 TRISUL,200,20
10/8/2018,3530,BSR,APPLE WINE,110,25
10/8/2018,3531,SUNDHA PLASTICS,LITE FOAM(1200),6,1680
10/8/2018,3531,SUNDHA PLASTICS,DONA-1100,6,1980
10/8/2018,3532,DHANALAKSHMI PROVIS,TIRUMALA-50(13*16),300,15.5
10/8/2018,3533,LAKSHMIFANCY,5*6 TRISUL,20,20
10/8/2018,3533,LAKSHMIFANCY,STRAW 1.5KG BUNDLE,5,185
10/8/2018,3533,LAKSHMIFANCY,10*10 TEJA,5,130
10/8/2018,3533,LAKSHMIFANCY,NO-00,5,155
10/8/2018,3533,LAKSHMIFANCY,TIRUMALA-50B(10*12),50,8.4
10/8/2018,3533,LAKSHMIFANCY,TIRUMALA-50(13*16),50,15.5
10/8/2018,3533,LAKSHMIFANCY,TIRUMALA-50(16*20),50,28
10/8/2018,3533,LAKSHMIFANCY,PP +(8*10),3,154
10/8/2018,3533,LAKSHMIFANCY,PP +(6*7),3,154
10/8/2018,3534,BSM-VGIRI,5*6 TRISUL,200,20
10/8/2018,3534,BSM-VGIRI,TIRUMALA-50(13*16),200,15.5
10/8/2018,3535,VENKATESWARA PROVIS,TIRUMALA-50(13*16),100,15.5
10/8/2018,3535,VENKATESWARA PROVIS,13*16 WHITE RK,100,16.5
10/8/2018,3535,VENKATESWARA PROVIS,4*5 MEET,10,16
10/8/2018,3536,NMK,VISHNU 300ML,300,28
10/8/2018,3536,NMK,BAHUBALI WINE,110,25
10/8/2018,3537,SVSGS,APPLE WATER,100,22.5
10/8/2018,3538,JAYLAKSHMIFANCY,TIRUMALA-50(13*16),400,15.5
10/8/2018,3538,JAYLAKSHMIFANCY,TIRUMALA-50(16*20),240,28
10/8/2018,3538,JAYLAKSHMIFANCY,10*15 STAR-DCUT,10,95
10/8/2018,3538,JAYLAKSHMIFANCY,12*18 STAR-CUT,10,95
10/8/2018,3538,JAYLAKSHMIFANCY,20 *26 BLUE,5,60
10/8/2018,3538,JAYLAKSHMIFANCY,PAPER TEA 80ML LONG,50,22
10/8/2018,3538,JAYLAKSHMIFANCY,BAHUBALI WINE,50,25
10/8/2018,3538,JAYLAKSHMIFANCY,FANCY IC,30,22
10/8/2018,3538,JAYLAKSHMIFANCY,VISHNU 250ML,100,31.5
10/8/2018,3538,JAYLAKSHMIFANCY,TIFFIN PLATENO-11,50,21
10/8/2018,3538,JAYLAKSHMIFANCY,SILVER PLATE 7,50,6
10/8/2018,3538,JAYLAKSHMIFANCY,SILVER PLATE 8,50,7
10/8/2018,3538,JAYLAKSHMIFANCY,SILVER POUCH 8*10,30,75
10/8/2018,3538,JAYLAKSHMIFANCY,SILVER POUCH 9*12,10,90
10/8/2018,3538,JAYLAKSHMIFANCY,5*6 TRISUL,50,20
10/8/2018,3538,JAYLAKSHMIFANCY,STRAW 1.5KG BUNDLE,2,185
10/8/2018,3540,AVS-ADURUPALLY,14 5PLAY PLATES,10,230
10/8/2018,3541,KPR,10*10 TEJA,50,130
10/8/2018,3541,KPR,10*10 TEJA,2,130
10/8/2018,3542,SPM PROVISION-DAKKI,14 GREEN,120,35
10/8/2018,3542,SPM PROVISION-DAKKI,VISHNU CHOTA WINE,100,29
10/8/2018,3542,SPM PROVISION-DAKKI,13*16 WHITE RK,300,16.5
10/8/2018,3543,JANANI PLASTICS-VGI,NO-1,10,154
10/8/2018,3543,JANANI PLASTICS-VGI,NO-2,10,154
10/8/2018,3543,JANANI PLASTICS-VGI,PP 3*4,5,158
10/8/2018,3543,JANANI PLASTICS-VGI,8*11 100 PCS,30,55
10/8/2018,3543,JANANI PLASTICS-VGI,7*10 100 PCS,30,45
10/8/2018,3543,JANANI PLASTICS-VGI,TAMBULAM 7*10,100,11.5
10/8/2018,3543,JANANI PLASTICS-VGI,TAMBULAM 8*11,100,13.5
10/8/2018,3543,JANANI PLASTICS-VGI,TIRUMALA-50(13*16),200,15.5
10/8/2018,3543,JANANI PLASTICS-VGI,TIRUMALA-50(16*20),120,28
10/8/2018,3546,HAMPI FOODS,"14""7PLY PLATES",35,370
10/8/2018,3546,HAMPI FOODS,GST AMOUNT,1,2331
10/8/2018,3547,HAMPI FOODS,SILVER POUCH 6*8,50,190
10/8/2018,3547,HAMPI FOODS,SILVER POUCH 8*10,110,190
10/8/2018,3547,HAMPI FOODS,STRECH FILM-600MTRS,12,600
10/8/2018,3547,HAMPI FOODS,HARITH M.W 10*12,57,95
10/8/2018,3547,HAMPI FOODS,SPOON SOOFY,100,40
10/8/2018,3547,HAMPI FOODS,GARBAGE BAGS-EXTRA ,60,70
10/8/2018,3547,HAMPI FOODS,GARBAGE BAGS-LARGE,60,50
10/8/2018,3547,HAMPI FOODS,GARBAGE BAGS-MEDIUM,60,40
10/8/2018,3547,HAMPI FOODS,PP,10,160
10/8/2018,3547,HAMPI FOODS,GST AMOUNT,1,10478.7
10/8/2018,3548,BSR,PAPER TEA 80ML LONG,50,22
10/8/2018,3549,SAMEERA TRADERS-MAM,VISHNU 300ML,100,28
10/8/2018,3549,SAMEERA TRADERS-MAM,CYCLE 13*16 BK KG,10,82
10/8/2018,3550,G.KUMAR-NPT,PP+(8*12),30,155
10/8/2018,3550,G.KUMAR-NPT,PP +(9*11),10,155
10/8/2018,3550,G.KUMAR-NPT,PP 9*12 +,10,155
10/8/2018,3551,K.SRIHARI,NO-0,25,160
10/8/2018,3551,K.SRIHARI,NO-00,25,160
10/8/2018,3551,K.SRIHARI,NO-2,25,160
10/8/2018,3551,K.SRIHARI,4*5 TRISUL,350,15
10/8/2018,3551,K.SRIHARI,TIRUMALA-50(16*20),240,28
10/8/2018,3551,K.SRIHARI,TIRUMALA-50(13*16),200,15.5
10/8/2018,3552,KESAVA PROVISIONS,CYCLE-BK-10*12,800,6.8
10/8/2018,3552,KESAVA PROVISIONS,VISHNU 300ML,300,28
10/8/2018,3552,KESAVA PROVISIONS,BAHUBALI WINE,110,25
10/8/2018,3552,KESAVA PROVISIONS,90ML RANGEELA,140,14.5
10/8/2018,3553,VKP,CLASSIC 250ML,100,26.5
10/8/2018,3553,VKP,VISHNU 300ML,100,28
10/8/2018,3553,VKP,BAHUBALI WINE,110,25
10/8/2018,3553,VKP,VISHNU ICE,100,19
10/8/2018,3554,SVR,10*12 KRISHNA-BK(10,300,8.3
10/8/2018,3554,SVR,CYCLE 13*16 BK KG,25,82
10/8/2018,3555,PAPARAO,TIFFIN PLATES NO-7,30,12
10/8/2018,3555,PAPARAO,"TIFFIN PLATES-9""",30,16
10/8/2018,3555,PAPARAO,HIGH COUNT 16*20 BL,3,165
10/8/2018,3555,PAPARAO,APPLE WATER,20,23
10/8/2018,3555,PAPARAO,22MRP THREADS,60,14
10/8/2018,3587,LOCK,CYCLE-BK-10*12,400,6.4
10/8/2018,3587,LOCK,CYCLE-BK-13*16,250,12.5
10/8/2018,3588,LOCK,CYCLE-BLU-10*12,400,6.5
10/8/2018,3588,LOCK,CYCLE-BLU-13*16,250,12.5
10/8/2018,3589,SALESMAN SURESH,DURGA 10*12 BLUE,800,6
10/8/2018,3589,SALESMAN SURESH,10*12 KRISHNA,400,8.4
10/8/2018,3590,GOPI BTTR,SILV-CONT-450ML(150,5,2500
10/8/2018,3591,CHARAN TRADERS-HAST,CLASSIC 250ML,100,26
10/8/2018,3591,CHARAN TRADERS-HAST,14 GREEN,17000,1.35
10/8/2018,3591,CHARAN TRADERS-HAST,14 5PLAY PLATES,3000,2.3
10/8/2018,3808,TP13,4*5 TRISUL,350,14
10/8/2018,3808,TP13,CLASSIC 250ML(100),80,32.5
10/8/2018,3808,TP13,TIRUMALA-50B(10*12),100,7.7
10/8/2018,3808,TP13,CLASSIC 300ML,100,27
10/8/2018,3808,TP13,LD KIRANA,3,155
10/8/2018,3808,TP13,TIRUMALA M.W 13*16,25,106
10/8/2018,3808,TP13,TIRUMALA 16*20 M.W,25,106
10/8/2018,3808,TP13,10*10 SHEET,25,142
10/8/2018,3808,TP13,14*20 SP-DCUT,10,140
10/8/2018,3808,TP13,PP,10,154
10/8/2018,3808,TP13,TIRUMALA-50B(10*12),1100,7.7
10/8/2018,3808,TP13,10*10 TEJA,25,128
10/8/2018,3808,TP13,DHARAM BOX-METRO,40,36
10/8/2018,3808,TP13,BLACK DOG-350ML,100,27
10/8/2018,3808,TP13,TIRML-BL-KG-13*16,25,120
10/8/2018,3808,TP13,BIG M.W SPOON,100,15.5
10/8/2018,3808,TP13,NO-1,25,154
10/8/2018,3808,TP13,10*12 SARAS-NAT,300,8.2
10/8/2018,3808,TP13,NO-0,25,154
10/8/2018,3808,TP13,PP,20,154
10/8/2018,3808,TP13,HIGH COUNTING BLUE ,25,153
10/8/2018,3808,TP13,CYCLE 10*12 BK KG,25,78
10/8/2018,3808,TP13,SOFT NAPKEENS,108,19
10/8/2018,3808,TP13,LITE FOAM(1200),1,1620
10/8/2018,3808,TP13,LD 6*7.5(HALF LITRE,25,160
10/8/2018,3808,TP13,PP,10,154
10/8/2018,3808,TP13,"TAPER ROLL 3""100MTR",6,230
10/8/2018,3808,TP13,TIFFIN PLATES-6,50,9
10/8/2018,3808,TP13,LD KIRANA,1,155
10/8/2018,3808,TP13,PP,20,154
10/8/2018,3808,TP13,20*26 MW KESHAV,1,110
10/9/2018,4426,VENUGOPAL-INAMADUGU,HIGH COUNT 13*16,5,150
10/9/2018,4426,VENUGOPAL-INAMADUGU,10*10 SHEET,25,144
10/9/2018,4426,VENUGOPAL-INAMADUGU,14 GREEN,80,36
10/9/2018,4426,VENUGOPAL-INAMADUGU,TIRUMALA LEAF(9),1,370
10/9/2018,4426,VENUGOPAL-INAMADUGU,TIFFIN PLATENO-11,50,20
10/9/2018,4426,VENUGOPAL-INAMADUGU,TIFFIN PLATES NO-8,50,14
10/9/2018,4427,CHEKKA SUDHAKAR,14 GREEN,40,35
10/9/2018,4427,CHEKKA SUDHAKAR,KRISHNA 13*16(100)N,200,16
10/9/2018,4428,CHAITANYA PROVISION,VISHNU ICE,110,19
10/9/2018,4429,BSR,CLASSIC 250ML,200,27
10/9/2018,4429,BSR,APPLE WINE,110,25
10/9/2018,4429,BSR,NO-0,15,160
10/9/2018,4429,BSR,NO-1,15,160
10/9/2018,4429,BSR,CYCLE 13*16 BK KG,25,80
10/9/2018,4429,BSR,SPOON-SMALL-NAT,200,9
10/9/2018,4430,JAGADHAMBA PLASTICS,LITE FOAM(1200),4,1700
10/9/2018,4430,JAGADHAMBA PLASTICS,DONA-VAI-9100,3,1730
10/9/2018,4431,VENKATASETTY-PDKR,10*10 SIVA SHEET,25,155
10/9/2018,4432,TANEER MASTANIAH,14 GREEN,24,35
10/9/2018,4450,RM(R.R.FANCY) A.S.P,13*16 WHITE RK,400,16.5
10/9/2018,4450,RM(R.R.FANCY) A.S.P,GARUDA 16*20 BLUE,50,25
10/9/2018,4451,KPR,10*12 SARAS-NAT,900,8.2
10/9/2018,4451,KPR,DURGA 13*16 BLUE,200,11.5
10/9/2018,4452,SVT-KOTA TENKAYALA ,14 GREEN,40,35
10/9/2018,4452,SVT-KOTA TENKAYALA ,APPLE WATER,100,23
10/9/2018,4452,SVT-KOTA TENKAYALA ,ROLLS,10,18
10/9/2018,4453,SVP-BUCHHI,80 LEAF,10,335
10/9/2018,4453,SVP-BUCHHI,10*10 TEJA,50,130
10/9/2018,4453,SVP-BUCHHI,10*10 TEJA,2,130
10/9/2018,4453,SVP-BUCHHI,LITE FOAM(1200),2,1680
10/9/2018,4453,SVP-BUCHHI,DOT GLASS,400,23
10/9/2018,4453,SVP-BUCHHI,90ML RANGEELA,140,14.5
10/9/2018,4453,SVP-BUCHHI,CLASSIC 250ML,200,26.5
10/9/2018,4453,SVP-BUCHHI,VISHNU 300ML,200,28
10/9/2018,4453,SVP-BUCHHI,VISHNU ICE,220,18.5
10/9/2018,4453,SVP-BUCHHI,VISHNU 350ML,300,31.5
10/9/2018,4453,SVP-BUCHHI,SAGAR 80ML,200,16
10/9/2018,4454,SHAIK SIFULLA,VISHNU 250ML,200,32
10/9/2018,4454,SHAIK SIFULLA,BLACK DOG-350ML,200,27
10/9/2018,4454,SHAIK SIFULLA,CYCLE-BK-13*16,750,13
10/9/2018,4454,SHAIK SIFULLA,CYCLE-BK-13*16,20,13
10/9/2018,4454,SHAIK SIFULLA,TIRUMALA-50(13*16),200,15.5
10/9/2018,4454,SHAIK SIFULLA,13*16 BLACK RK,500,17
10/9/2018,4454,SHAIK SIFULLA,CYCLE-BK-10*12,1600,6.8
10/9/2018,4454,SHAIK SIFULLA,4*5 TRISUL,350,15
10/9/2018,4454,SHAIK SIFULLA,TIRUMALA-50(16*20),360,28
10/9/2018,4454,SHAIK SIFULLA,20*26 COVER,60,60
10/9/2018,4454,SHAIK SIFULLA,24*30 COVER,50,80
10/9/2018,4455,LAKSHMISAI FANCY-KO,SILVER POUCH 9*12,10,190
10/9/2018,4456,SRINU,HIGH COUNT 16*20 BL,25,152
10/9/2018,4456,SRINU,DURGA 10*12 BK,400,5.6
10/9/2018,4456,SRINU,4*5 TRISUL,350,14
10/9/2018,4456,SRINU,BAHUBALI WINE,110,24.5
10/9/2018,4457,JANANI PLASTICS-VGI,4*5 TRISUL,350,14.5
10/9/2018,4457,JANANI PLASTICS-VGI,BAHUBALI WINE,110,25
10/9/2018,4457,JANANI PLASTICS-VGI,NO-1,10,154
10/9/2018,4457,JANANI PLASTICS-VGI,NO-2,10,154
10/9/2018,4457,JANANI PLASTICS-VGI,10*12 KRISHNA-BK(10,600,8.5
10/9/2018,4457,JANANI PLASTICS-VGI,CYCLE-BLU-10*12,400,6.7
10/9/2018,4457,JANANI PLASTICS-VGI,SILVER PLATE 6,600,3.5
10/9/2018,4458,HAMPI FOODS,LEAF DONA BIG,2,550
10/9/2018,4458,HAMPI FOODS,LEAF DONA SMALL,1,600
10/9/2018,4458,HAMPI FOODS,WATER GLASS,100,38
10/9/2018,4458,HAMPI FOODS,PAPER JUICE 210M/C,110,50
10/9/2018,4458,HAMPI FOODS,HAND GLOVES 100PCS-,35,50
10/9/2018,4458,HAMPI FOODS,GST AMOUNT,1,2295
10/9/2018,4459,GST,VISHNU CHOTA WINE,100,29
10/9/2018,4459,GST,BAHUBALI WINE,110,25
10/9/2018,4460,SVSGS,APPLE WATER,100,23
10/9/2018,4460,SVSGS,LARGE FANCY IC,130,20
10/9/2018,4460,SVSGS,TIFFIN PLATENO-11,100,19
10/9/2018,4461,TGS-NPT,14 GREEN,80,33.75
10/9/2018,4461,TGS-NPT,APPLE WATER,100,23
10/9/2018,4461,TGS-NPT,VISHNU ICE,110,19
10/9/2018,4461,TGS-NPT,NO-0,25,154
10/9/2018,4462,GVS,VISHNU 250ML,100,31.5
10/9/2018,4463,K.SRIHARI,NO-1,25,160
10/9/2018,4463,K.SRIHARI,TIRUMALA-50(13*16),600,15.5
10/9/2018,4463,K.SRIHARI,TIRUMALA-50(16*20),360,28
10/9/2018,4463,K.SRIHARI,CYCLE-BK-13*16,750,12.5
10/9/2018,4464,GANESHMESS,SILVER POUCH 9*12,50,100
10/9/2018,4464,GANESHMESS,"14""7PLY PLATES",2,370
10/9/2018,4464,GANESHMESS,500ML PLASTIC BOULS,1200,3.55
10/9/2018,4465,SAI KRISHNA GENERAL,ROBO 10*12,400,4.9
10/9/2018,4465,SAI KRISHNA GENERAL,ROBO 13*16 BLUE,200,10
10/9/2018,4465,SAI KRISHNA GENERAL,GARUDA 16*20 BLUE,100,25
10/9/2018,4465,SAI KRISHNA GENERAL,PAPER TEA 80ML LONG,150,19.5
10/9/2018,4465,SAI KRISHNA GENERAL,SAGAR 80ML,200,13
10/9/2018,4466,VIJAYKUMAR REDDY.P-,PAPER TEA 80ML LONG,150,19.5
10/9/2018,4466,VIJAYKUMAR REDDY.P-,SAGAR 80ML,200,13
10/9/2018,4466,VIJAYKUMAR REDDY.P-,10*10 SHEET,10,142
10/9/2018,4467,JANANI PLASTICS-VGI,GARUDA 16*20 BLUE,150,24.5
10/9/2018,4467,JANANI PLASTICS-VGI,TIRUMALA-50(16*20),120,28
10/9/2018,4468,SLST-GDR,NO-0,25,155
10/9/2018,4468,SLST-GDR,NO-1,25,155
10/9/2018,4469,ATS,10*12 SARAS-NAT,300,8.4
10/9/2018,4470,CNR,TIFFIN PLATENO-10,50,18
10/9/2018,4470,CNR,PRINTING PP,18,175
10/9/2018,4471,VISHNU-CUTOMER,GARUDA 10*12 BLUE,500,7.5
10/9/2018,4471,VISHNU-CUTOMER,10*12 SARAS-NAT,300,8.4
10/9/2018,4471,VISHNU-CUTOMER,GARUDA 16*20 BLUE,100,25
10/9/2018,4471,VISHNU-CUTOMER,"PINK PLATES-7""",50,8
10/9/2018,4471,VISHNU-CUTOMER,DONA -LOOSE,10,19
10/9/2018,4472,DSP-SEKHAR,NIFTY 10*12 PINK,1080,6.1
10/9/2018,4472,DSP-SEKHAR,MILAN 5*6 POLY,250,16.5
10/9/2018,4473,DSP-SEKHAR,5*7 ESWAR,15,165
10/9/2018,4474,CH.ANKAYYA-SYDAPURA,"TIFFIN PLATES-9""",40,16
10/9/2018,4474,CH.ANKAYYA-SYDAPURA,TIFFIN PLATES NO-7,100,12
10/9/2018,4474,CH.ANKAYYA-SYDAPURA,VISHNU 250ML,100,32
10/9/2018,4475,KVKC,SILVER FOIL-72MTRS,25,210
10/9/2018,4476,K.VENUGOPAL-RAPUR,14 GREEN,80,33.75
10/9/2018,4477,K.SRIHARI,NO-0,10,159
10/9/2018,4477,K.SRIHARI,NO-1,25,160
10/9/2018,4477,K.SRIHARI,N0-5,25,160
10/9/2018,4477,K.SRIHARI,STRAW 1/4 PACKET,125,20
10/9/2018,4477,K.SRIHARI,APPLE 300ML,100,29
10/9/2018,4478,AVS-ADURUPALLY,CLASSIC 300ML,200,26.5
10/9/2018,4479,LAKSHMIFANCY,APPLE WATER,100,23
10/9/2018,4479,LAKSHMIFANCY,APPLE WINE,110,25
10/9/2018,4480,TP13,VISHNU 300ML,300,27.5
10/9/2018,4481,TEACHER,10*10 NILKAMAL,50,98
10/9/2018,4481,TEACHER,CYCLE-BLU-10*12,1600,6.3
10/9/2018,4482,SLST-GDR,DONA-VAI-9100,3,1690
10/9/2018,4482,SLST-GDR,DOT GLASS,200,23
10/9/2018,4482,SLST-GDR,VISHNU 300ML,200,28
10/9/2018,4482,SLST-GDR,SAGAR 80ML,400,13
10/9/2018,4482,SLST-GDR,LITE FOAM(1200),5,1680
10/9/2018,4483,KVKC,TIRUMALA LEAF(9),10,365
10/9/2018,4483,KVKC,100LEAF -SP,6,580
10/9/2018,4536,TP13,GARUDA 16*20 BLUE,50,24
10/9/2018,4536,TP13,DURGA 13*16 BLUE,200,11.3
10/9/2018,4536,TP13,DURGA 10*12 BLUE,400,5.8
10/9/2018,4536,TP13,APPLE WATER,100,22.5
10/9/2018,4536,TP13,PP,5,154
10/9/2018,4536,TP13,VISHNU 300ML,100,27.5
10/9/2018,4536,TP13,BLACK DOG-350ML,100,27
10/9/2018,4536,TP13,VISHNU 350ML,100,31
10/9/2018,4536,TP13,TIRUMALA-50B(10*12),1100,7.7
10/9/2018,4536,TP13,APPLE WATER,100,22.5
10/9/2018,4536,TP13,DURGA 10*12 BLUE,1600,5.8
10/9/2018,4536,TP13,DURGA 13*16 BLUE,400,11.3
10/9/2018,4536,TP13,10*10 TEJA,25,128
10/9/2018,4536,TP13,10*10 SHEET,25,142
10/9/2018,4536,TP13,NO-1,25,154
10/9/2018,4536,TP13,NO-0,25,160
10/9/2018,4536,TP13,10*12 SARAS-NAT,600,8.2
10/9/2018,4536,TP13,CYCLE 10*12 BK KG,25,78
10/9/2018,4536,TP13,250 ML PLASTIC BOUL,200,2.9
10/9/2018,4536,TP13,500ML PLASTIC BOULS,350,3.55
10/9/2018,4536,TP13,BASKIN SPOON,100,19
10/9/2018,4536,TP13,BIG M.W SPOON,100,15.5
10/9/2018,4536,TP13,SPOON-SMALL-NAT,200,8.8
10/9/2018,4536,TP13,APPLE WINE,10,25
10/9/2018,4536,TP13,4*6 POLY,50,16
10/9/2018,4536,TP13,100LEAF -SP,1,580
10/9/2018,4536,TP13,DHARAM-15PCS,15,80
10/9/2018,4536,TP13,CYCLE-BK-10*12,400,6.4
10/9/2018,4536,TP13,HIGH COUNTING BLUE ,25,153
10/9/2018,4536,TP13,100LEAF -SP,6,580
10/9/2018,4536,TP13,TIFFIN PLATES NO-8,20,14
10/9/2018,4536,TP13,APPLE WATER,100,22.5
10/9/2018,4536,TP13,90ML RANGEELA,140,14.5
10/9/2018,4537,TP13,CLASSIC ENJOY(750),1,1320
10/9/2018,4537,TP13,LITE FOAM(1200),1,1620
10/10/2018,5240,S.RAMMOHAN-NELLORE,SILVER POUCH 8*10,6,195
10/10/2018,5240,S.RAMMOHAN-NELLORE,SILVER POUCH 9*12,5,195
10/10/2018,5240,S.RAMMOHAN-NELLORE,90ML RANGEELA,140,14.75
10/10/2018,5241,T.GOPI-SPT,CYCLE-BLU-13*16,750,13
10/10/2018,5241,T.GOPI-SPT,CYCLE-BLU-13*16,20,13
10/10/2018,5241,T.GOPI-SPT,TIRUMALA-50(13*16),200,15.5
10/10/2018,5241,T.GOPI-SPT,TIRUMALA-50(16*20),360,28
10/10/2018,5241,T.GOPI-SPT,HIGH COUNT CLR KG 1,10,150
10/10/2018,5241,T.GOPI-SPT,TIRUMALA 16*20 M.W,25,106
10/10/2018,5241,T.GOPI-SPT,TIRUMALA M.W 17*20,10,106
10/10/2018,5241,T.GOPI-SPT,TIRUMALA LEAF(9),1,370
10/10/2018,5241,T.GOPI-SPT,100LEAF -SP,1,580
10/10/2018,5241,T.GOPI-SPT,PP +7*9,6,155
10/10/2018,5241,T.GOPI-SPT,PP +(9*11),6,155
10/10/2018,5241,T.GOPI-SPT,PP +(10*14),6,155
10/10/2018,5242,G.VENKAIAH-ATMAKUR,VISHNU 300ML,100,28
10/10/2018,5243,JYOTHI ENTERPRISES-,DOT GLASS,100,24
10/10/2018,5243,JYOTHI ENTERPRISES-,VISHNU CHOTA WINE,100,30
10/10/2018,5244,VKP,SILVER POUCH 9*12,50,92
10/10/2018,5244,VKP,VISHNU 300ML,100,28
10/10/2018,5244,VKP,CLASSIC 250ML,100,27
10/10/2018,5245,BALAJI PLASTICS,LITE FOAM(1200),6,1620
10/10/2018,5245,BALAJI PLASTICS,DONA-VAI-9100,6,1640
10/10/2018,5246,BRHAMIAH MOPUR,CYCLE-BLU-10*12,50,7
10/10/2018,5246,BRHAMIAH MOPUR,CYCLE-BK-10*12,50,7
10/10/2018,5246,BRHAMIAH MOPUR,TIRUMALA-50(16*20),10,28
10/10/2018,5246,BRHAMIAH MOPUR,10*10 TEJA,3,130
10/10/2018,5246,BRHAMIAH MOPUR,PAPER TEA,200,18
10/10/2018,5247,VSP,13*16 WHITE RK,300,16.5
10/10/2018,5247,VSP,TIRUMALA-50(16*20),100,28
10/10/2018,5248,VAMSI KRISHNA FANCY,SPOON-SMALL-NAT,200,9
10/10/2018,5252,SVP-BUCHHI,4*5 TRISUL,350,14.5
10/10/2018,5252,SVP-BUCHHI,4*5 TRISUL,10,14.5
10/10/2018,5252,SVP-BUCHHI,5*6 ANKIT(20MIC),420,23
10/10/2018,5252,SVP-BUCHHI,5*6 ANKIT(20MIC),40,23
10/10/2018,5252,SVP-BUCHHI,MILAN 4*5 POLY,700,12.25
10/10/2018,5252,SVP-BUCHHI,17*23 SANTOSH,50,30
10/10/2018,5252,SVP-BUCHHI,17*23 50W,40,30
10/10/2018,5252,SVP-BUCHHI,CYCLE-10*12(100)-BL,400,6.3
10/10/2018,5252,SVP-BUCHHI,VISHNU 300ML,300,28
10/10/2018,5252,SVP-BUCHHI,DOT GLASS,200,23
10/10/2018,5252,SVP-BUCHHI,CLASSIC 250ML,200,27
10/10/2018,5252,SVP-BUCHHI,VISHNU 250ML,300,31.5
10/10/2018,5252,SVP-BUCHHI,LITE FOAM(1200),3,1680
10/10/2018,5252,SVP-BUCHHI,BAHUBALI WINE,220,25
10/10/2018,5253,KESAVA PROVISIONS,GARUDA 13*16 BK,550,14
10/10/2018,5253,KESAVA PROVISIONS,10*12 SARAS-NAT,300,8.4
10/10/2018,5254,SIVA-ONGOLE,PRINTING COVER-50GR,15,175
10/10/2018,5254,SIVA-ONGOLE,PRINTING COVER 100G,15,175
10/10/2018,5254,SIVA-ONGOLE,PP 3*3,10,160
10/10/2018,5254,SIVA-ONGOLE,PP 3.5*3.5,10,160
10/10/2018,5255,CBR,PP 3*4,5,160
10/10/2018,5255,CBR,PP 2.5*2.5,5,168
10/10/2018,5255,CBR,PP + 5*6,5,155
10/10/2018,5255,CBR,PP 5*5,5,155
10/10/2018,5255,CBR,NO-1,3,160
10/10/2018,5255,CBR,NO-2 SP,3,160
10/10/2018,5255,CBR,NO-0,3,160
10/10/2018,5255,CBR,NO-00,3,160
10/10/2018,5255,CBR,80 LEAF,3,350
10/10/2018,5256,NMK,BAHUBALI WINE,220,25
10/10/2018,5256,NMK,NO-00,25,154
10/10/2018,5256,NMK,VISHNU 300ML,200,28
10/10/2018,5257,KPR,DONA-VAI-9100,1,1730
10/10/2018,5257,KPR,DONA-1100,1,1980
10/10/2018,5257,KPR,90ML RANGEELA,280,15
10/10/2018,5257,KPR,VISHNU 250ML,300,32
10/10/2018,5257,KPR,BAHUBALI WINE,440,25.5
10/10/2018,5258,CNR,HIGH COUNT 16*20 BL,25,163
10/10/2018,5258,CNR,HIGH COUNTING BLUE ,10,163
10/10/2018,5258,CNR,PRINTING PP 1KG,5,175
10/10/2018,5259,KPR,ROBO 10*12,1600,4.4
10/10/2018,5259,KPR,VISHNU 350ML,100,31.5
10/10/2018,5259,KPR,TAMBULAM 7*10,50,100
10/10/2018,5260,TGS-NPT,14 GREEN,80,33.75
